Transforms,Test F1_mean,Test F1_max,Test F1_min,Test F1_std,Test Precision_mean,Test Precision_max,Test Precision_min,Test Precision_std,Test Recall_mean,Test Recall_max,Test Recall_min,Test Recall_std,Test Accuracy_mean,Test Accuracy_max,Test Accuracy_min,Test Accuracy_std
"T.RandomApply([T.RandomAffine(degrees=0, shear=(0, 0, -15, 15))], p=0.5)",0.2603468400687955,0.7865168539325842,0.05309734513274336,0.3035881883065931,0.5572412944505968,1.0,0.03488372093023256,0.45953321815164844,0.31748205600003104,0.7446808510638298,0.037037037037037035,0.3118895635064571,,,,
"T.RandomApply([T.RandomAffine(degrees=0, translate=(0.0, 0.15))], p=0.5)",0.2042281044860311,0.5423728813559323,0.009950248756218909,0.23243382578327107,0.3880950796183643,1.0,0.005813953488372093,0.40544906240998335,0.22983925126258214,0.6808510638297872,0.034482758620689655,0.27201419946464966,,,,
"T.RandomApply([T.RandomAffine(degrees=0, translate=(0.15, 0.0))], p=0.5)",0.18281910126744333,0.7123287671232876,0.0,0.3036106103359014,0.23657894736842106,1.0,0.0,0.4317718599656209,0.15973882697286954,0.5531914893617021,0.0,0.23092914673165918,,,,
"T.RandomApply([T.RandomAffine(degrees=0, translate=(0.15, 0.15))], p=0.5)",0.35025463487084063,0.8235294117647057,0.019704433497536943,0.3340194655585612,0.4595207405268658,0.9210526315789472,0.011494252873563218,0.4440361560823038,0.31045414138590954,0.7446808510638298,0.06896551724137931,0.2706655141643612,,,,
"T.RandomApply([T.RandomAffine(degrees=0, translate=(0.3, 0.3))], p=0.5)",0.30683011978399866,0.5511811023622046,0.14705882352941174,0.1695780871225226,0.3677475364073588,1.0,0.1176470588235294,0.3773117408537524,0.5261666026156122,0.9655172413793104,0.14285714285714285,0.3387482935843334,,,,
"T.RandomApply([T.RandomResizedCrop(size=(600, 400), scale=(0.7, 1.3), ratio=(3.0 / 2.0, 3.0 / 2.0), antialias=True)], p=0.5)",0.2413345362853329,0.578512396694215,0.0,0.23196698558093862,0.3425906845261684,1.0,0.0,0.4128390852908675,0.2824811437577395,0.7446808510638298,0.0,0.29162047362352356,,,,
"T.RandomApply([T.RandomResizedCrop(size=(600, 400), scale=(0.85, 1.0), ratio=(3.0 / 2.0, 3.0 / 2.0), antialias=True)], p=0.5)",0.18612623544041268,0.4516129032258064,0.010204081632653062,0.20154917734429756,0.3840679751607895,1.0,0.005988023952095809,0.4137319993472667,0.23689092299510492,0.7446808510638298,0.034482758620689655,0.29790600602383766,,,,
"T.RandomApply([T.RandomResizedCrop(size=(600, 400), scale=(0.85, 1.15), ratio=(3.0 / 2.0, 3.0 / 2.0), antialias=True)], p=0.5)",0.2805690590189564,0.813953488372093,0.0,0.35273144546444396,0.5354277735465854,1.0,0.0,0.4835697863353781,0.24713722841382416,0.7446808510638298,0.0,0.30839664522081306,,,,
"T.RandomApply([T.RandomResizedCrop(size=(600, 400), scale=(1.0, 1.15), ratio=(3.0 / 2.0, 3.0 / 2.0), antialias=True)], p=0.5)",0.28354212860310424,0.6363636363636364,0.00975609756097561,0.2600888250014309,0.5186990876507005,1.0,0.005681818181818182,0.4910374536235689,0.26652055262473456,0.7446808510638298,0.034482758620689655,0.2798813527775126,,,,
T.RandomHorizontalFlip(p=0.5),0.34985859428897403,0.810126582278481,0.0,0.3426980264384027,0.4028760482180293,1.0,0.0,0.43943725721162064,0.3289744455701903,0.6808510638297872,0.0,0.27593772921734533,,,,
T.RandomVerticalFlip(p=0.5),0.16336328368409414,0.5072463768115941,0.0,0.2184295447553578,0.12285067873303168,0.38461538461538464,0.0,0.16620415202726602,0.24544410672070244,0.7446808510638298,0.0,0.3176634953088516,,,,
